pc_timestamp,stm32_ms,adc_raw,adc_voltage_v,sensor_voltage_v,pressure_bar,duty_percent,frequency_hz,estimated_output_rms_v,jsy_online,jsy_voltage_rms_v,jsy_current_rms_a,jsy_voltage_raw_v,jsy_current_raw_a,jsy_active_power_w,jsy_power_factor,jsy_energy_kwh,jsy_error_count,nn_mode,nn_duty_percent,valve_open_count,valve_state_label,valve_phase,setpoint_bar,episode_id,is_decision,t_rel,error
2026-07-02T01:41:08.160,2804459,517,0.4115999999999999,0.6003333333333333,0.301,81.11,5000,178.43,1,174.76,0.716,177.55,0.792,139,0.988,0.07,2113,1,81.11,3,3 keran stabil,stable,0.3,1,0,81.909,-0.0010000000000000009
2026-07-02T01:41:08.665,2804994,503,0.4108666666666666,0.6013999999999999,0.3042666666666667,81.11,5000,178.43,1,174.76,0.716,177.55,0.792,139,0.988,0.07,2113,1,81.11,3,3 keran stabil,stable,0.3,1,0,82.414,-0.004266666666666696
2026-07-02T01:41:09.164,2805464,514,0.4112,0.6014666666666667,0.3046,81.11,5000,178.43,1,174.67,0.715,177.46,0.791,139,0.99,0.07,2113,1,81.11,3,3 keran stabil,stable,0.3,1,0,82.913,-0.004599999999999993
2026-07-02T01:41:09.663,2805999,507,0.4096,0.6007333333333332,0.3021999999999999,81.11,5000,178.43,1,174.67,0.715,177.46,0.791,139,0.99,0.07,2113,1,81.11,3,3 keran stabil,stable,0.3,1,0,83.412,-0.0021999999999999242
2026-07-02T01:41:10.163,2806468,509,0.4103333333333332,0.6005333333333333,0.3017333333333333,81.11,5000,178.43,1,174.7,0.715,177.49,0.791,139,0.99,0.07,2113,1,81.11,3,3 keran stabil,stable,0.3,1,0,83.912,-0.001733333333333309
2026-07-02T01:41:10.663,2807003,506,0.4106666666666667,0.6007333333333332,0.3023333333333333,81.05,5000,178.3,1,174.7,0.715,177.49,0.791,139,0.99,0.07,2113,1,81.05,3,3 keran stabil,stable,0.3,1,0,84.412,-0.0023333333333332984
2026-07-02T01:41:11.162,2807473,511,0.4113333333333333,0.6010666666666666,0.3034,81.05,5000,178.3,1,174.61,0.714,177.41,0.79,139,0.991,0.07,2113,1,81.05,3,3 keran stabil,stable,0.3,1,0,84.911,-0.003400000000000014
2026-07-02T01:41:11.662,2808008,507,0.41,0.6008666666666667,0.3028,81.05,5000,178.3,1,174.61,0.714,177.41,0.79,139,0.991,0.07,2113,1,81.05,3,3 keran stabil,stable,0.3,1,0,85.411,-0.0028000000000000247
2026-07-02T01:41:12.160,2808478,525,0.4112,0.6006666666666667,0.302,81.05,5000,178.3,1,174.58,0.713,177.38,0.789,139,0.993,0.07,2113,1,81.05,3,3 keran stabil,stable,0.3,1,0,85.909,-0.0020000000000000018
2026-07-02T01:41:12.726,2809013,502,0.4104666666666666,0.6010000000000001,0.3025333333333334,81.05,5000,178.3,1,174.58,0.713,177.38,0.789,139,0.993,0.07,2113,1,81.05,3,3 keran stabil,stable,0.3,1,0,86.475,-0.0025333333333333874
